idx,id,title,caption,created,filesize,duration,clip_id,total_comments,total_plays,total_likes,thumbnail
1237,105306752,Tom Lark | Something To Tell You,"Dir / Editor: Samuel Kristofski @kristofski
DP: Kieran Fowler
Art Dir: Brant Fraser @brantos
Producer: Dan Higgins
VFX: Mike Robinson http://www.eject.co.nz
Grade: David McLaren http://www.colourspace.tv
Hair: Tommy Stayton
Makeup: Ellen Galle
Gaff / Grip: Pablo Stevens & Pez Zee
Wardrobe: Brant Fraser & Kylie Cooke

Featuring:
Stephen Engstrom @chipnsalt
Shannon Fowler @tomlarkmusic
Rosie Herdman @rosie.herman
Sarah Fabrin
Georgie Wright
Abdul Adegbite
Harrison Burt @burts_business
Johnny Egdell
Rikihana Douglas @rikihanana
Daniel Fowler
Brant Fraser
Elliot Collins
Paul Litterick
Cam Neate @camneate
Guy Cowan
Mark Perkins
Jonathan Perkins

@tomlarkmusic
https://soundcloud.com/tomlark",2014-09-04T22:17:08-04:00,248083809,247,109105753,16,92532,941,https://i.vimeocdn.com/video/492973570_780x439.webp
1238,108494448,i was a skate rat.,"i was a skate rat.

The sun drenched, cascade of sub and ex-urban cul-de-sacs crawl across the state of Florida, much like its creeping kudzu brethren to the north. A constant source of derision among urban planning futurists, architects, and environmentalists alike, the vague banality of suburban life has been excoriated for years by the culture class for representing the life draining, and waste producing by-product of our civilization’s greatest advances. Skateboarding, like life, as is so menacingly projected in 1993’s Jurassic Park, will find a way. It is in these island-like colonies, without the music scenes, without advantageous architectural density, and without the crews of peers that drove skating to new heights in urban environments, that some of skateboarding’s most pivotal moments transpired.

I was a Skate Rat, is a brief meditation on the nature of how suburban nomadic skateboarders find each other, build communities - and as is often the case in adversarial environments - use every inch of their limitations and blank canvas, to breed ideas that influence the life of skateboarders every day. From the kick flip, to the kick tail, Floridians are responsible for scores of technical and cultural advancements - and they are all skate rats.

words from Trey Edwards

In conjuction with the Smithsonian National Museum of American History’s traveling exhibition INNOSKATE 2014, presented in Florida by The Lemelson Center for the Study of Invention and Innovation & The Polk Museum of Art.",2014-10-09T13:20:43-04:00,518320114,241,108798045,32,199752,2102,https://i.vimeocdn.com/video/492693451_780x439.webp
1239,108679857,Death of the Firstborn Egyptians,"written, directed, designed, animated, produced, etc. by Nina Paley  http://sedermasochism.com/
music from ""Spider Suite"" by The Duke of Uke and His Novelty Orchestra http://dukeofukeandhisnoveltyorchestra.bandcamp.com/album/aprils-empire
sound effects by Greg Sextro, http://eastwestaudio.com/

DONATE HERE: http://questioncopyright.org/sedermasochism

Based on Exodus 12:
21 Then Moses called for all the elders of Israel, and said unto them, Draw out and take you a lamb according to your families, and kill the passover.
22 And ye shall take a bunch of hyssop, and dip it in the blood that is in the bason, and strike the lintel and the two side posts with the blood that is in the bason; and none of you shall go out at the door of his house until the morning.
23 For the Lord will pass through to smite the Egyptians; and when he seeth the blood upon the lintel, and on the two side posts, the Lord will pass over the door, and will not suffer the destroyer to come in unto your houses to smite you.
24 And ye shall observe this thing for an ordinance to thee and to thy sons for ever.
25 And it shall come to pass, when ye be come to the land which the Lord will give you, according as he hath promised, that ye shall keep this service.
26 And it shall come to pass, when your children shall say unto you, What mean ye by this service?
27 That ye shall say, It is the sacrifice of the Lord's passover, who passed over the houses of the children of Israel in Egypt, when he smote the Egyptians, and delivered our houses. And the people bowed the head and worshipped.
28 And the children of Israel went away, and did as the Lord had commanded Moses and Aaron, so did they.
29 And it came to pass, that at midnight the Lord smote all the firstborn in the land of Egypt, from the firstborn of Pharaoh that sat on his throne unto the firstborn of the captive that was in the dungeon; and all the firstborn of cattle.
30 And Pharaoh rose up in the night, he, and all his servants, and all the Egyptians; and there was a great cry in Egypt; for there was not a house where there was not one dead.

LYRICS by David King, aka Duke of Uke:

DEATH: Falling stars you wished upon
are cinders now and now they're gone
their residue festoons my fetid field.
Unfeeling husks of lovers past
the shells are all that ever last
I've taken everything that they concealed.
Whoever told you life was fair?
Look around you, everywhere
the cruelty of nature is displayed!
Why the scorn?
Why the surprise?
Everything that's born must die
and it isn't I who made the world that way.

What wicked little twist of fate
placed you here upon my plate
Here, where no one hears your cries?
Where was your god to steer you through
Perhaps your god's forsaken you
Otherwise why lead you here to die?

BA (spirit of the dead): I, I know the way how
I'll melt away now
I know the way.
I'm feeling bliss now
Dissolved to mist how
strangely I go
away
Now I finally know

DEATH: It's merely moments now,
moments now until
your feeble flesh bends to my will
and it will
so rest your weary head.
There'll be no pain,
no pain at all
as everything you are dissolves
Your fate resolved
upon my silky thread.

BA: I, I know the way how
I'll melt away now
I know the way.
I'm feeling bliss now
Dissolved to mist how
strangely I go
away
Now I finally know
(repeat)",2014-10-11T19:42:27-04:00,1317687064,428,108499003,39,211656,2440,https://i.vimeocdn.com/video/492201410_780x439.webp
1240,67768281,Крепость/Fortress,"NEW ANIMATION https://www.youtube.com/watch?v=LiuVInSnTZs
Hello! My name is Dima, I am CG enthusiast from Russia. This is cartoon parable. Despite the fact that mankind is killed, the war still continues. War continued with automated system left by people. One of the last surviving bomber and its pilot still performs its task. The city is dead for a long time. Dead people who built it. Dead people who gave the order to destroy the city. And war will continue until subside echo of humanity.But life will always find a way to survive. Cassette bomb submunitions became a fortress for the grass. 
My mail d.s.fedotof@gmail.com
Project page
http://mr-absinth.com/index.php/blog/item/fortress
Began to make a new cartoon. Please support my new project. Thanks!
webmoney R329258971245
music in the end is Tchaikovsky Symphony No. 6 ""Pathetique"" movement 4, finale
Мультфильм-притча. Не смотря на то, что человечество погибло, война все равно продолжается. Ее ведут автоматизированные системы оставленные людьми. Но жизнь всегда найдет для себя лазейку. Гильза кассетного боеприпаса стала для травы крепостью.
Русская версия на ютюбе по ссылке http://www.youtube.com/watch?v=xKmZnIHzldk",2013-06-05T18:47:30-04:00,186515212,164,106105694,16,83815,490,https://i.vimeocdn.com/video/489129370_780x439.webp
1241,103549058,THE NOBODIES,"Two nobodies try to find their place in a world of somebodies. 

A short film by Greg Bratman & Dusty Brown

Featuring: Jim Gaffigan, Tony Hale, Jack McBrayer, Sutton Foster, Ellie Kemper  and Tommy Dewey

Buy the song: https://itunes.apple.com/us/album/love-will-win-day-from-nobodies/id918640627

Email us: thenobodiesfilm@gmail.com 

Follow us on Twitter: @thenobodiesfilm @gregbratman @dusty_brown_",2014-08-15T16:42:15-04:00,1109682542,704,106886061,126,110181,1538,https://i.vimeocdn.com/video/584625212_780x439.webp
1242,101030171,Breakfast in Paris,"Nadir n'a pas pris son petit déjeuner. Sa mère tient vraiment à ce qu'il mange le matin.

Film réalisé en 3ème année à LISAA par::
// Aurélie Gomez
http://aureliegomez.blogspot.fr/
// Guillaume Bissières
http://hardychiro.blogspot.fr/
// Chloé Félix
demo : https://www.youtube.com/watch?v=1oKh1ub3gF4
blog : http://chloefelix06.blogspot.fr/
// Théo Ferré
demo : http://vimeo.com/99227337
blog : http://theoferrebook.blogspot.fr
// Guillaume Pochez
demo : http://vimeo.com/99632729
blog : http://guillaumepochez.blogspot.fr/
// Morgane Tissier
demo : http://vimeo.com/104954643
blog : http://morgane-tissier.blogspot.fr/
// Romy Yao
demo : https://vimeo.com/132007483
blog : http://romyyao.tumblr.com/

Musique : Siwar
Sound design : Aurore Pupil // http://www.aurore-pupil.com/
Voix : Carolyn Hoffmann

Merci à :
Marie Chapron, Maimiti Chave, Adrien Cleuet, Guillaume Decq, Jonas Genevaz, Fanny Germain, Yann Leroy, Chloé Ménager, Elliott Peupion, Aurélie Zenati et l'équipe pédagogique de LISAA.",2014-07-17T16:34:33-04:00,151025274,149,105306752,29,96989,1001,https://i.vimeocdn.com/video/492452725_780x439.webp
1243,108104171,Regular Division,www.joehamilton.info,2014-10-06T06:04:33-04:00,149047404,115,108494448,29,98868,1146,https://i.vimeocdn.com/video/492195736_780x439.webp
1244,107963554,Animator vs. Animation IV,"The struggle between a stick figure and its creator, a computer animator. In this fourth installment, the animator is finally shown in real life interacting with his computer monitor. The stick figure, resisting his tormentor, attacks his social life by hacking his Facebook account, traveling onto his iPhone via USB cord, and drawing animations of his own to dismantle the animation interface.

Funded through Kickstarter! http://kck.st/174aalw

Music by Sarah Eide
http://www.thesugarbirdnest.com

Alan Becker Twitter: http://twitter.com/alanthebecker
Alan Becker Facebook: http://facebook.com/alanthebecker
Alan Becker Website: http://alanbecker.net
Alan Becker's Animation Tutorials: http://youtube.com/alanbeckertutorials
Alan Becker in Minecraft: http://youtube.com/alanbeckerminecraft
Make a donation: http://www.alanbecker.net/donate",2014-10-03T18:10:38-04:00,384270660,818,108679857,46,138800,1403,https://i.vimeocdn.com/video/492481358_780x439.webp
1245,108329954,Rise Up,"Amazing experience travelling all around the world, meeting unforgettable people, discovering beautiful cultures and capturing outstanding landscapes for http://www.continents-insolites.com.

Music: Mooders feat. Louise Eliott https://itunes.apple.com/fr/album/rise-up-feat.-louise-eliott/id924842937

Camera: Canon 5D Mk III RAW mode with Magic Lantern
Lenses: Canon 14mm 2.8, 24mm 2.8, 50mm 1.4, 100mm 2.8, 70-300mm",2014-10-08T04:17:35-04:00,1368419033,230,67768281,121,865818,4059,https://i.vimeocdn.com/video/458093797_780x439.webp
1246,107905316,!!RENEGADE!!,"ACTION, ADVENTURE, ROMANCE all here for you in 3 minutes!  Join Renegade as he Battles the Evil Dr. Monocle to save his Love Gwenyvier. 
Renegade is an homage to the 1940's American pulp magazines, like Thrilling Wonder Stories, Terror Tales  and Thrilling Mysterys. These magazines featured cover art by artist like Rudolph Belarski, Tom Blame and Earle Bergey who often drew thinly clothed heros and heroines fighting off mad scientist, druids, henchmen and goblins.  Renegade is Pulp comic fun, with classic arch characters, romance and adventure.

http://www.shortoftheweek.com/2014/10/06/renegade/
http://www.apar.tv/cinema/film-les-genres/
http://geektyrant.com/news/bizarre-and-badass-short-film-renegade
http://io9.com/an-entire-and-completely-bonkers-pulp-movie-packed-in-1644341836/all",2014-10-03T06:23:46-04:00,692869987,269,103549058,27,108234,617,https://i.vimeocdn.com/video/488886889_780x439.webp
1247,108194249,Flying Lotus - Never Catch Me ft Kendrick Lamar,"starring Will Simmons & Angel Gibbs
choreographed by Keone & Mari

dir Hiro Murai
prod Jason Colon
dp Larkin Seiple
prod design Hannah Hurney
ad Zack Wright
steadi Ari Robbins
gaffer Matt Ardine
ac Matt Sanderson
wardrobe Elise Velasco

edit Luke Lynch
color Ricky Gausis at MPC

exec produced by Danielle Hinde at Doomsday Entertainment
copyright Warp Records 2014",2014-10-06T22:45:31-04:00,1143057861,291,101030171,73,230273,3071,https://i.vimeocdn.com/video/482716295_780x439.webp
1248,105194950,depressions - a few moments from 30 miles in the canyon.,"Depressions in landscape & emotion.
An unstaged, mid-run, terrestrial-based short with Rob Krar. Krar, new to ultra running, holds the speed record for the Grand Canyon rim-to-rim-to-rim and has quickly become a dominant force in American races.

Subtitles: English, Japanese. Click the CC.

Shot entirely with the Freefly Movi M5 and Canon 5d mk3.

http://www.thewolpertinger.com",2014-09-03T20:55:35-04:00,568454812,459,108104171,24,138118,2073,https://i.vimeocdn.com/video/491713045_780x439.webp
1249,107046874,Hauschka - Craco,"Music by Hauschka 
http://hauschka-net.de
Tobias Stretch - Director, Animator, Sculptor
www.tobystretch.com
Natalye Barrios - Producer
David Gillespie - Assistant Sculptor
Samantha Gurry - Assistant Sculptor
Allison Lang - Assistant Sculptor
David Popolow - Assistant Sculptor
Todd Crawford - Assistant Sculptor",2014-09-24T10:18:54-04:00,525995420,208,107963554,160,202949,4611,https://i.vimeocdn.com/video/491541102_780x439.webp
1250,107545556,"Christopher Norman - ""Sacrifice""","Given you don't suffer from epilepsy, consider viewing *fullscreen* 

Official music video for ""Sacrifice"" from Christopher Norman's new album ""PROCESS""
(http://music.misternorman.com)

Director:
Hunter Hampton

Executive Producers:
Peter Coté
Davis Priestley

Associate Producer:
Olivia Kulander

Phantom Camera Work:
www.wearegrandeur.com

Special Thanks:
Chris Norman
Terry Rayment
Timothy Hyten
Miguel de Olaso",2014-09-29T22:45:51-04:00,3815095478,257,108329954,265,330313,6581,https://i.vimeocdn.com/video/491994669_780x439.webp
1251,107789364,Into the Streets (People’s Climate March + Flood Wall Street),"Over 400,000 people took to the streets of Manhattan as a unified front against climate justice inaction. Diverse perspectives converge as a popular movement unfolds.

Directed by Meerkat Media Collective
http://meerkatmedia.org/

Produced by: Alex Mallis, Bryan Chang, Zara Serabian-Arthur
Editor: Alex Mallis
Additional Editing: Bryan Chang, Jay Sterrenberg
Cinematography + Sound: Adam Pogoff, Alex Mallis, Alison Brockhouse, Bryan Chang, Chloe Gbai, Dara Messinger, Eric Phillips-Horst, Jay Sterrenberg, Jeff Sterrenberg, Samin Sajadi, Zara Serabian-Arthur

Thanks: 
350.org 
MayDay Space
Judson Memorial Church
Poor People's Economic Human Rights Campaign
Culture Strike
Damayan Migrant Workers Association
Naomi Klein
Kyle Depew
Logan Price",2014-10-02T02:51:52-04:00,459143450,561,107905316,43,118653,893,https://i.vimeocdn.com/video/491521182_780x439.webp
